Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
01/07/2013;02/07/2013;08/07/2013;15/07/2013;C13070000346;263;Forprint Com. e Serv. de Informática Ltda.;SP;105;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
01/07/2013;02/07/2013;08/07/2013;15/07/2013;C13070000427;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;21;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/07/2013;02/07/2013;08/07/2013;19/07/2013;C13070000508;576;NORCON ROSSI EMPREENDIMENTOS S/A;SE;35;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Encerrada
01/07/2013;02/07/2013;15/07/2013;15/07/2013;C13070000699;421;COBRAPE - CIA BRAS DE PROJETOS E EMPREEND - BH;MG;20;6;Distribuição;ATLAS LOGÍSTICA LTDA;Encerrada
02/07/2013;03/07/2013;09/07/2013;15/07/2013;C13070000931;119;BIRD SOLUTION LTDA;SP;106;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/07/2013;03/07/2013;10/07/2013;19/07/2013;C13070001156;618;ERM BRASIL LTDA;SP;14;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
03/07/2013;05/07/2013;09/07/2013;15/07/2013;C13070001237;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;37;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/07/2013;05/07/2013;;;C13070001318;678;IDS-INSTITUTO DE DIAGNÓSTICO SOROCABA LTDA;SP;45;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/07/2013;05/07/2013;11/07/2013;15/07/2013;C13070001580;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;102;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/07/2013;05/07/2013;;;C13070001660;789;AWG BRASIL LTDA;SP;85;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
04/07/2013;05/07/2013;09/07/2013;15/07/2013;C13070001741;139;;SP;23;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
05/07/2013;;15/07/2013;;C13070002047;741;Centro de Imagem Diagnósticos;MG;63;6;Distribuição;ATLAS LOGÍSTICA LTDA;Em trânsito
05/07/2013;10/07/2013;15/07/2013;02/08/2013;C13070002128;232;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;BA;184;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/07/2013;10/07/2013;15/07/2013;15/07/2013;C13070002209;175;RMTJ IMPRESSOES LTDA;SP;297;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
05/07/2013;10/07/2013;22/07/2013;09/08/2013;C13070002390;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;656;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
08/07/2013;10/07/2013;15/07/2013;15/07/2013;C13070002985;163;cprinter informatica e comercio ltda epp;SP;348;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/07/2013;10/07/2013;15/07/2013;19/07/2013;C13070003019;467;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;SP;130;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
08/07/2013;10/07/2013;22/07/2013;02/08/2013;C13070003108;721;svc laser comercial ltda;sp;93;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/07/2013;10/07/2013;15/07/2013;19/07/2013;C13070003280;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;103;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
09/07/2013;10/07/2013;;;C13070003361;524;ROSSI RESIDENCIAL S/A;PR;32;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/07/2013;10/07/2013;15/07/2013;02/08/2013;C13070003442;503;DIRECTA ELETRONICA LTDA;GO;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2013;11/07/2013;16/07/2013;02/08/2013;C13070003604;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2013;11/07/2013;19/07/2013;07/08/2013;C13070003795;538;PLANI RESSONANCIA;SP;109;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2013;11/07/2013;15/07/2013;19/07/2013;C13070003876;119;BIRD SOLUTION LTDA;SP;448;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2013;11/07/2013;15/07/2013;15/07/2013;C13070003957;671;Rossi Residencial S/A;SP;32;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2013;11/07/2013;22/07/2013;09/08/2013;C13070004171;793;ESPECTROSOL SERVIÇOS TÉCNICOS LTDA;RJ;28;6;Distribuição;ATLAS LOGÍSTICA LTDA;Encerrada
11/07/2013;12/07/2013;;;C13070004252;666;Organização Medica Cruzeiro do Sul S.A.;SP;16;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/07/2013;15/07/2013;22/07/2013;02/08/2013;C13070004414;421;COBRAPE - CIA BRAS DE PROJETOS E EMPREEND - BH;MG;15;6;Distribuição;ATLAS LOGÍSTICA LTDA;Encerrada
12/07/2013;15/07/2013;19/07/2013;19/07/2013;C13070004503;363;Budai Indústria Metalúrgica Ltda;SP;80;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
12/07/2013;15/07/2013;19/07/2013;02/08/2013;C13070004686;737;DIMEX DO TRIANGULO LTDA;GO;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
12/07/2013;15/07/2013;18/07/2013;02/08/2013;C13070004767;467;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;SP;80;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
15/07/2013;15/07/2013;;;C13070004848;721;svc laser comercial ltda;sp;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
15/07/2013;16/07/2013;19/07/2013;19/07/2013;C13070005305;789;AWG BRASIL LTDA;SP;74;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
15/07/2013;16/07/2013;22/07/2013;02/08/2013;C13070005496;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
15/07/2013;16/07/2013;22/07/2013;02/08/2013;C13070005577;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
16/07/2013;17/07/2013;;;C13070005658;794;Cybelar Comércio e Indústria Ltda.;SP;26;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
16/07/2013;17/07/2013;23/07/2013;02/08/2013;C13070005739;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
16/07/2013;17/07/2013;22/07/2013;19/07/2013;C13070005810;119;BIRD SOLUTION LTDA;SP;107;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
17/07/2013;18/07/2013;;;C13070005909;666;Organização Medica Cruzeiro do Sul S.A.;SP;7;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Cancelada
17/07/2013;18/07/2013;22/07/2013;06/08/2013;C13070006034;212;copylink equipamentos para escritorio ltda;PR;120;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
17/07/2013;18/07/2013;22/07/2013;02/08/2013;C13070006115;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;52;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
17/07/2013;18/07/2013;;;C13070006204;795;Diffucap-Chemobras Química e Farmacêutica LTDA;RJ;35;6;Distribuição;ATLAS LOGÍSTICA LTDA;Cancelada
17/07/2013;18/07/2013;22/07/2013;;C13070006387;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;81;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
18/07/2013;;;;C13070006468;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;10;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
18/07/2013;19/07/2013;23/07/2013;02/08/2013;C13070006549;331;Departamento de Águas e Energia;SP;100;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
18/07/2013;19/07/2013;22/07/2013;;C13070006620;121;Multh Comércio Materiais Equipamentos Ltda;SP;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
18/07/2013;19/07/2013;22/07/2013;;C13070006891;473;Consórcio Cidade Ademar Poupatempo;SP;23;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
18/07/2013;19/07/2013;22/07/2013;;C13070006972;796;HOSPITAL UNIMED RESENDE;RJ;43;6;Distribuição;ATLAS LOGÍSTICA LTDA;Em trânsito
19/07/2013;23/07/2013;25/07/2013;;C13070007006;683;Consórcio Lapa Pouptaempo;SP;24;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
19/07/2013;23/07/2013;25/07/2013;02/08/2013;C13070007197;263;Forprint Com. e Serv. de Informática Ltda.;SP;52;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
20/07/2013;22/07/2013;29/07/2013;02/08/2013;C13070007430;798;PRODESP;SP;55;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
22/07/2013;23/07/2013;23/07/2013;02/08/2013;C13070007510;163;cprinter informatica e comercio ltda epp;SP;244;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
22/07/2013;23/07/2013;29/07/2013;02/08/2013;C13070007600;119;BIRD SOLUTION LTDA;SP;109;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
22/07/2013;23/07/2013;;;C13070007782;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
22/07/2013;23/07/2013;29/07/2013;;C13070007863;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;40;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Em trânsito
22/07/2013;23/07/2013;29/07/2013;;C13070007944;354;Rossi Residencial S.A;RS;20;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Em trânsito
23/07/2013;24/07/2013;29/07/2013;;C13070008088;595;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SAO PAULO - PRODESP ;SP;35;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
23/07/2013;;;;C13070008169;418;Douglas Barbosa laranjeira;SP;10;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
24/07/2013;25/07/2013;29/07/2013;;C13070008835;789;AWG BRASIL LTDA;SP;95;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
24/07/2013;26/07/2013;29/07/2013;;C13070008916;532;Tecnolta Equipamentos Eletronicos Ltda;DF;77;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
25/07/2013;26/07/2013;31/07/2013;07/08/2013;C13070009130;678;IDS-INSTITUTO DE DIAGNÓSTICO SOROCABA LTDA;SP;42;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
25/07/2013;26/07/2013;;;C13070009211;362;ASSOCIACAO CONGREGACAO SANTA CATARINA;sp;12;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
25/07/2013;26/07/2013;;;C13070009300;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;9;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
26/07/2013;29/07/2013;31/07/2013;;C13070009483;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
26/07/2013;29/07/2013;;;C13070009564;217;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;BA;88;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
29/07/2013;29/07/2013;;;C13070009645;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
29/07/2013;29/07/2013;05/08/2013;;C13070009726;253;Casa Omnigráfica de Máquinas ltda;SP;302;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
29/07/2013;29/07/2013;31/07/2013;16/08/2013;C13070009807;734;Digital World Representações, Comércio e Serviços Ltda;GO;137;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
29/07/2013;30/07/2013;05/08/2013;27/08/2013;C13070009998;203;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;RS;96;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
29/07/2013;30/07/2013;05/08/2013;;C13070010066;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
29/07/2013;30/07/2013;;;C13070010147;253;Casa Omnigráfica de Máquinas ltda;SP;17;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
30/07/2013;30/07/2013;05/08/2013;13/09/2013;C13070010228;677;CLINICA SABEDOTTI LTDA;PR;30;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Encerrada
30/07/2013;01/08/2013;;;C13070010309;365;Cearacom Serv. e Com. de Telecomunicações Ltda - ME;CE;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
30/07/2013;01/08/2013;05/08/2013;16/08/2013;C13070010490;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;61;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
30/07/2013;01/08/2013;06/08/2013;16/08/2013;C13070010570;503;DIRECTA ELETRONICA LTDA;GO;75;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
30/07/2013;31/07/2013;05/08/2013;;C13070010651;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;920;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
30/07/2013;31/07/2013;;;C13070010732;276;Consórcio Mananciais;SP;21;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Aguardando coleta
30/07/2013;31/07/2013;05/08/2013;;C13070010813;799;Consórcio Mananciais;SP;21;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
30/07/2013;31/07/2013;06/08/2013;;C13070010902;119;BIRD SOLUTION LTDA;SP;161;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
30/07/2013;;;;C13070011038;666;Organização Medica Cruzeiro do Sul S.A.;SP;10;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
31/07/2013;01/08/2013;05/08/2013;16/08/2013;C13070011208;575;DI IMAGEM CENTRO DE DIAGNOSTICO INTEGRADO POR IMAGEM LTDA;MS;75;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
31/07/2013;01/08/2013;05/08/2013;16/08/2013;C13070011461;741;Centro de Imagem Diagnósticos;MG;47;6;Distribuição;ATLAS LOGÍSTICA LTDA;Encerrada
31/07/2013;01/08/2013;06/08/2013;12/08/2013;C13070011542;800;PMS-SMC;SP;30;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
31/07/2013;01/08/2013;05/08/2013;01/10/2013;C13070011623;801;Instituto Federal de Ciência e Tecnologia do RN;RN;156;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
31/07/2013;01/08/2013;;;C13070011704;365;Cearacom Serv. e Com. de Telecomunicações Ltda - ME;CE;29;4;Revendedor;ATLAS LOGÍSTICA LTDA;Cancelada
01/08/2013;01/08/2013;07/08/2013;16/08/2013;C13080000110;737;DIMEX DO TRIANGULO LTDA;GO;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
01/08/2013;;;;C13080000209;666;Organização Medica Cruzeiro do Sul S.A.;SP;10;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
01/08/2013;01/08/2013;05/08/2013;23/09/2013;C13080000381;802;JUNTA COMERCIAL DO ESTADO DA BAHIA ;BA;30;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Em trânsito
01/08/2013;01/08/2013;05/08/2013;27/08/2013;C13080000462;203;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;RS;27;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
01/08/2013;02/08/2013;08/08/2013;;C13080000543;803;MULTISERVICE INFORMATICA LTDA;SP;17;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
01/08/2013;02/08/2013;05/08/2013;;C13080000705;671;Rossi Residencial S/A;SP;18;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
01/08/2013;02/08/2013;06/08/2013;27/08/2013;C13080000896;721;svc laser comercial ltda;sp;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
01/08/2013;02/08/2013;;;C13080000977;804;HERMES PADINI S/A;MG;50;6;Distribuição;ATLAS LOGÍSTICA LTDA;Cancelada
02/08/2013;05/08/2013;12/08/2013;;C13080001000;362;ASSOCIACAO CONGREGACAO SANTA CATARINA;sp;15;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
02/08/2013;05/08/2013;12/08/2013;;C13080001191;636;ESTATICA ENGENHARIA DE PROJETOS LTDA;SP;18;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
03/08/2013;05/08/2013;08/08/2013;16/08/2013;C13080001272;699;UNIDADE CAMPOGRANDENSE DE DIAGNÓSTICOS AVANÇADOS LTDA;MS;80;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
03/08/2013;05/08/2013;09/08/2013;16/08/2013;C13080001353;677;CLINICA SABEDOTTI LTDA;PR;30;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Encerrada
05/08/2013;06/08/2013;12/08/2013;;C13080001515;789;AWG BRASIL LTDA;SP;68;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
05/08/2013;06/08/2013;06/08/2013;27/08/2013;C13080001604;532;Tecnolta Equipamentos Eletronicos Ltda;DF;42;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
05/08/2013;06/08/2013;12/08/2013;16/08/2013;C13080001868;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;42;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/08/2013;06/08/2013;08/08/2013;27/08/2013;C13080001949;364;Rossi Residencial S/A;SP;38;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
06/08/2013;07/08/2013;12/08/2013;27/08/2013;C13080002597;389;Rossi Residencial;RJ;24;6;Distribuição;ATLAS LOGÍSTICA LTDA;Em trânsito
06/08/2013;07/08/2013;12/08/2013;27/08/2013;C13080002678;399;Office Total Solução em Tec. p/ Esc.Ltda;RJ;280;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
06/08/2013;07/08/2013;09/08/2013;16/08/2013;C13080002830;512;ASSOCIACAO CONGREGACAO SANTA CATARINA;SP;120;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/08/2013;07/08/2013;12/08/2013;;C13080003054;806;Dynatest Engenharia Ltda;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Em trânsito
06/08/2013;07/08/2013;;;C13080003135;807;Kanzen Comércio e Serviços Ltda;PE;30;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Cancelada
07/08/2013;08/08/2013;;;C13080003488;767;ASSISTI TELEINFORMÁTICA LTDA;RJ;23;6;Distribuição;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/08/2013;08/08/2013;;;C13080003569;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/08/2013;08/08/2013;15/08/2013;23/08/2013;C13080003640;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;120;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
07/08/2013;08/08/2013;13/08/2013;27/08/2013;C13080003720;737;DIMEX DO TRIANGULO LTDA;GO;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/08/2013;09/08/2013;12/08/2013;16/08/2013;C13080004107;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/08/2013;09/08/2013;12/08/2013;16/08/2013;C13080004298;263;Forprint Com. e Serv. de Informática Ltda.;SP;52;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
08/08/2013;12/08/2013;15/08/2013;27/08/2013;C13080004450;123;Dimex do Triângulo Ltda;MG;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/08/2013;12/08/2013;19/08/2013;27/08/2013;C13080004700;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;70;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
12/08/2013;13/08/2013;21/08/2013;23/08/2013;C13080004883;391;Itazi Engenharia;sp;50;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
12/08/2013;13/08/2013;16/08/2013;16/08/2013;C13080004964;163;cprinter informatica e comercio ltda epp;SP;319;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;16/08/2013;16/08/2013;C13080005006;119;BIRD SOLUTION LTDA;SP;386;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;;;C13080005189;389;Rossi Residencial;RJ;20;6;Distribuição;ATLAS LOGÍSTICA LTDA;Aguardando coleta
13/08/2013;14/08/2013;16/08/2013;16/08/2013;C13080005260;789;AWG BRASIL LTDA;SP;45;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;20/08/2013;27/08/2013;C13080005340;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;19/08/2013;03/12/2013;C13080005421;228;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;São paulo;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;;;C13080005502;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
13/08/2013;14/08/2013;22/08/2013;27/08/2013;C13080005693;748;Consórcio Poupatempo Sorocaba;SP;23;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;16/08/2013;16/08/2013;C13080005774;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;52;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
13/08/2013;14/08/2013;19/08/2013;02/09/2013;C13080005855;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;800;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
14/08/2013;15/08/2013;;;C13080006070;810;Fund. Inst. Pesq. Est.de Diag. por Imagem;GO;254;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
14/08/2013;15/08/2013;23/08/2013;23/08/2013;C13080006150;427;RGIS BRASIL SERVIÇOS DE ESTOQUES LTDA;SP;33;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
15/08/2013;16/08/2013;20/08/2013;02/09/2013;C13080006312;734;Digital World Representações, Comércio e Serviços Ltda;GO;88;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
16/08/2013;16/08/2013;19/08/2013;02/09/2013;C13080006401;433;COPFAC MAQUINAS LTDA;SP;238;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
16/08/2013;20/08/2013;23/08/2013;13/09/2013;C13080006827;812;Consórcio BK Daher Suzano;SP;48;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
16/08/2013;20/08/2013;27/08/2013;13/09/2013;C13080006908;585;CENTRO DE DIAGNOSTICO CLAUDIO RAMOS;MG;121;6;Distribuição;ATLAS LOGÍSTICA LTDA;Encerrada
19/08/2013;20/08/2013;26/08/2013;02/09/2013;C13080007041;302;SO  SETTY  COMLTD;SP;48;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
19/08/2013;20/08/2013;23/08/2013;23/08/2013;C13080007122;163;cprinter informatica e comercio ltda epp;SP;135;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
23/08/2013;;;;C13080007394;618;ERM BRASIL LTDA;SP;11;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
23/08/2013;;;;C13080007475;618;ERM BRASIL LTDA;SP;11;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
23/08/2013;;;;C13080007556;618;ERM BRASIL LTDA;SP;11;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Rejeitada
23/08/2013;23/08/2013;26/08/2013;13/09/2013;C13080007637;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;59;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
23/08/2013;;;;C13080007718;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Rejeitada
23/08/2013;23/08/2013;;;C13080007807;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;298;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
23/08/2013;;;23/09/2013;C13080007980;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;298;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
23/08/2013;23/08/2013;26/08/2013;23/09/2013;C13080007980;541;Copiadora Cidade Ltda;RJ;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Em trânsito
23/08/2013;23/08/2013;28/08/2013;13/09/2013;C13080008013;182;Klima Campinas Tecnologia Ltda;SP;190;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
