Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
01/24/2014;01/27/2014;;;C14010006974;484;justiça Federal de Primeiro Grau em Minas Gerais;MG;57;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/24/2014;01/27/2014;;;C14010007008;734;Digital World Representações, Comércio e Serviços Ltda;GO;105;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/24/2014;01/27/2014;;;C14010007199;636;ESTATICA ENGENHARIA DE PROJETOS LTDA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/27/2014;01/27/2014;;;C14010007270;175;RMTJ IMPRESSOES LTDA;SP;240;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/27/2014;01/27/2014;;;C14010007350;752;eduardojose pfaffann diniz;SP;400;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/27/2014;01/27/2014;;;C14010007431;512;ASSOCIACAO CONGREGACAO SANTA CATARINA;SP;135;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/27/2014;01/27/2014;;;C14010007512;228;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;São paulo;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/27/2014;01/28/2014;;;C14010007601;256;CIA HERING;SC;34;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/27/2014;01/28/2014;;;C14010007784;881;INSTITUTO MINEIRO DE RADIODIAGNOSTICO LTDA;MG;38;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/28/2014;;;C14010008080;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;137;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/28/2014;;;C14010008160;737;DIMEX DO TRIANGULO LTDA;GO;180;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/28/2014;;;C14010008241;677;CLINICA SABEDOTTI LTDA;PR;35;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/28/2014;;;C14010008322;796;HOSPITAL UNIMED RESENDE;RJ;90;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/28/2014;;;C14010008403;119;BIRD SOLUTION LTDA;SP;109;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/28/2014;;;C14010008675;163;cprinter informatica e comercio ltda epp;SP;110;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/29/2014;;;C14010008756;789;AWG BRASIL LTDA;SP;140;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/28/2014;01/29/2014;;;C14010008837;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2014;01/29/2014;;;C14010008918;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;89;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2014;01/29/2014;;;C14010009051;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;47;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2014;01/29/2014;;;C14010009213;819;ASSISTI TELEINFORMÁTICA LTDA;SP;38;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2014;01/29/2014;;;C14010009302;738;MDM - MEDICINA DIAGNÓSTICA MARÍNGOLO LTDA;SP;62;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/29/2014;01/30/2014;;;C14010009485;536;Mitalcopy máquinas e equipamentos para escritório ltda;PR;814;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/30/2014;01/30/2014;;;C14010009566;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;128;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/30/2014;01/30/2014;;;C14010009647;882;SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ LTDA;RJ;35;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/30/2014;01/30/2014;;;C14010009728;538;PLANI RESSONANCIA;SP;150;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/31/2014;01/31/2014;;;C14010009990;860;FUNDACAO INSTITUTO DE PESQUISA E ESTUDO DE DIAGNOSTICO POR IMAGEM - FIDI;GOIÁS;33;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/31/2014;01/31/2014;;;C14010010068;883;BK Consultoria;SP;40;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/31/2014;02/03/2014;;;C14010010149;734;Digital World Representações, Comércio e Serviços Ltda;GO;78;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/03/2014;02/03/2014;;;C14020000111;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/03/2014;02/03/2014;;;C14020000200;575;DI IMAGEM CENTRO DE DIAGNOSTICO INTEGRADO POR IMAGEM LTDA;MS;106;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/03/2014;02/03/2014;;;C14020000383;699;UNIDADE CAMPOGRANDENSE DE DIAGNÓSTICOS AVANÇADOS LTDA;MS;90;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
02/03/2014;02/03/2014;;;C14020000464;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;170;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
