Número Solicitação;Código Cliente;Razão Social;Pontuação;Cód. Bônus;Desc. Bônus;Moeda do Bônus;Data Geração;Data Expiração
C09010004266;204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;86;00010;Pontuação Governo e Corporativo - Nordeste;P;05/03/2009;22/12/2167
C09010004266;204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;88;00010;Pontuação Governo e Corporativo - Nordeste;P;05/03/2009;22/12/2167
C09010004266;204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;88;00010;Pontuação Governo e Corporativo - Nordeste;P;05/03/2009;22/12/2167
C09010004266;204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;88;00010;Pontuação Governo e Corporativo - Nordeste;P;05/03/2009;22/12/2167
C09010004266;204;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;66;00010;Pontuação Governo e Corporativo - Nordeste;P;05/03/2009;22/12/2167
C09010001674;191;zol Design Ltda;69;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;89;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;89;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;31;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;31;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;31;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C09010001674;191;zol Design Ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;05/03/2009;29/08/2021
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;319;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;290;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;290;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;408;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;120;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;90;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;150;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;162;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;270;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;108;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;36;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;72;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;72;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;192;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;47;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;42;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;34;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;15;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;14;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;8;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;12;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;328;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;6;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120000135;143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;0;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;203;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;261;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;290;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;238;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;41;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;123;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;123;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;46;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;108;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;162;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;108;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;156;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;156;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;156;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;126;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;84;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;66;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;252;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;252;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;252;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;252;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;192;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;68;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;20;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;14;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;40;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;14;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120003908;117;DISTRIFILM COMERCIAL LTDA;0;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;435;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;551;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;493;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;561;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;270;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;324;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;324;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;156;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;156;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;260;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;364;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;168;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;42;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;42;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;42;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;33;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;504;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;576;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;540;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;540;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;170;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;336;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;100;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;57;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;20;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;160;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;340;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;208;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;54;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;15;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;188;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;420;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120004475;142;Carmel Comercial Ltda;0;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;90;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;60;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;45;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;34;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;34;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;62;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;155;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;38;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;21;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;54;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;8;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;12;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005447;118;BIRD SOLUTION LTDA;0;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;30;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;126;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;36;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;36;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;51;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;51;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;55;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;68;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;14;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;174;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;232;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;116;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;32;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;24;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;24;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;54;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;14;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;5;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005609;117;DISTRIFILM COMERCIAL LTDA;0;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C09010001917;203;Y N Pamplona Telecomunicações Ltda;62;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;62;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;93;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;341;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;21;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;21;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;94;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;141;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;141;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010001917;203;Y N Pamplona Telecomunicações Ltda;235;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;68;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;68;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;51;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;110;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;12;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;52;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;270;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C08120005790;138;OKIDATA DO BRASIL INFORMÁTICA;26;00001;Pontuação VAR-Sudeste;P;09/03/2009;16/01/2019
C09010003880;177;Furnas Centrais Elétricas S/A;832;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;728;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;416;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;864;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;7384;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;9088;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;6887;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C09010003880;177;Furnas Centrais Elétricas S/A;11573;00009;Pontuação Governo e Corporativo - Sudeste;P;09/03/2009;02/09/2021
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;340;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;52;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;26;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;10;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;132;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;150;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;30;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
C08120000488;134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;150;00001;Pontuação VAR-Sudeste;P;13/03/2009;20/01/2019
