Código Cliente;Razão Social;Pontuação;Cód. Bônus;Moeda do Bônus;Data Geração;Data Expiração
118;BIRD SOLUTION LTDA;5965;00001;Pontuacao;05/30/2014;04/07/2024
190;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;7203;00003;Pontuacao;04/30/2014;04/27/2024
455;DIRECTA ELETRONICA LTDA;825;00005;Pontuacao;04/30/2014;04/03/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;8762;00003;Pontuacao;04/30/2014;04/27/2024
181;Equipa Máquinas e Utensílios para Escritórios Ltda;282;00001;Pontuacao;05/30/2014;04/07/2024
118;BIRD SOLUTION LTDA;5119;00001;Pontuacao;04/04/2014;02/11/2024
157;cprinter informatica e comercio ltda epp;7399;00001;Pontuacao;05/30/2014;04/07/2024
429;Consórcio Cidade Ademar Poupatempo;1896;00001;Pontuacao;04/30/2014;03/08/2024
244;Forprint Com. e Serv. de Informática Ltda.;702;00014;Pontuacao;05/30/2014;05/12/2025
276;Otto Baumgart Ind e Com SA;5458;00009;Pontuacao;04/30/2014;10/24/2026
659;Digital World Representações, Comércio e Serviços Ltda;1308;00005;Pontuacao;04/30/2014;04/03/2023
235;Casa Omnigráfica de Máquinas ltda;12369;00001;Pontuacao;04/04/2014;02/11/2024
120;Multh Comércio Materiais Equipamentos Ltda;13056;00001;Pontuacao;04/04/2014;02/11/2024
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;1170;00001;Pontuacao;05/30/2014;04/07/2024
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1296;00001;Pontuacao;04/30/2014;03/08/2024
323;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;1901;00001;Pontuacao;04/30/2014;03/08/2024
692;ASSISTI TELEINFORMÁTICA LTDA;4016;00001;Pontuacao;04/30/2014;03/08/2024
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;1681;00001;Pontuacao;05/30/2014;04/07/2024
662;DIMEX DO TRIANGULO LTDA;2479;00001;Pontuacao;04/30/2014;03/08/2024
267;Roberto Martins;16245;00009;Pontuacao;04/30/2014;10/24/2026
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;2084;00005;Pontuacao;04/30/2014;04/03/2023
365;Office Total Solução em Tec. p/ Esc.Ltda;20085;00001;Pontuacao;04/30/2014;03/08/2024
181;Equipa Máquinas e Utensílios para Escritórios Ltda;595;00001;Pontuacao;04/30/2014;03/08/2024
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;1448;00001;Pontuacao;05/30/2014;04/07/2024
659;Digital World Representações, Comércio e Serviços Ltda;1209;00005;Pontuacao;04/30/2014;04/03/2023
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;11365;00001;Pontuacao;04/30/2014;03/08/2024
662;DIMEX DO TRIANGULO LTDA;1926;00001;Pontuacao;04/30/2014;03/08/2024
319;Tribunal de Justiça do Estado do Rio de Janeiro;13081;00009;Pontuacao;04/30/2014;10/24/2026
244;Forprint Com. e Serv. de Informática Ltda.;1056;00014;Pontuacao;04/30/2014;04/12/2025
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;15792;00001;Pontuacao;04/30/2014;03/08/2024
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;24826;00001;Pontuacao;04/30/2014;03/08/2024
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1808;00005;Pontuacao;04/30/2014;04/03/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1493;00001;Pontuacao;05/30/2014;04/07/2024
117;DISTRIFILM COMERCIAL LTDA;238;00001;Pontuacao;04/30/2014;03/08/2024
491;CONSÓRCIO BOTUCATU POUPATEMPO;1651;00001;Pontuacao;04/30/2014;03/08/2024
776;Scan equipamentos para escritório ltda;2904;00001;Pontuacao;05/30/2014;04/07/2024
497;Alldora Tecnologia;1973;00001;Pontuacao;04/30/2014;03/08/2024
118;BIRD SOLUTION LTDA;824;00001;Pontuacao;05/30/2014;04/07/2024
120;Multh Comércio Materiais Equipamentos Ltda;11042;00001;Pontuacao;04/30/2014;03/08/2024
244;Forprint Com. e Serv. de Informática Ltda.;623;00014;Pontuacao;04/30/2014;04/12/2025
139;Tribunal de Contas do Estado de São Paulo;20934;00009;Pontuacao;04/30/2014;10/24/2026
659;Digital World Representações, Comércio e Serviços Ltda;1105;00005;Pontuacao;04/30/2014;04/03/2023
662;DIMEX DO TRIANGULO LTDA;3366;00001;Pontuacao;04/30/2014;03/08/2024
455;DIRECTA ELETRONICA LTDA;1381;00005;Pontuacao;04/30/2014;04/03/2023
167;RMTJ IMPRESSOES LTDA;6416;00009;Pontuacao;04/30/2014;10/24/2026
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1302;00001;Pontuacao;04/30/2014;03/08/2024
692;ASSISTI TELEINFORMÁTICA LTDA;4817;00001;Pontuacao;05/21/2014;03/29/2024
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;12568;00001;Pontuacao;04/30/2014;03/08/2024
659;Digital World Representações, Comércio e Serviços Ltda;314;00005;Pontuacao;04/30/2014;04/03/2023
157;cprinter informatica e comercio ltda epp;3463;00001;Pontuacao;05/21/2014;03/29/2024
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;702;00001;Pontuacao;04/30/2014;03/08/2024
278;SO  SETTY  COMLTD;668;00009;Pontuacao;04/30/2014;10/24/2026
122;Dimex do Triângulo Ltda;4780;00001;Pontuacao;04/30/2014;03/08/2024
742;STK COMERCIO E SERVIÇOS LTDA;3864;00009;Pontuacao;04/30/2014;10/24/2026
710;AWG BRASIL LTDA;2307;00001;Pontuacao;05/30/2014;04/07/2024
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;1336;00001;Pontuacao;04/30/2014;03/08/2024
485;Mitalcopy máquinas e equipamentos para escritório ltda;3564;00001;Pontuacao;04/30/2014;03/08/2024
199;copylink equipamentos para escritorio ltda;1520;00003;Pontuacao;04/30/2014;04/27/2024
244;Forprint Com. e Serv. de Informática Ltda.;261;00014;Pontuacao;04/30/2014;04/12/2025
826;CS e Cs;1080;00001;Pontuacao;04/30/2014;03/08/2024
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;3057;00001;Pontuacao;05/21/2014;03/29/2024
529;Ministério Público do Estado de São Paulo;2618;00009;Pontuacao;04/30/2014;10/24/2026
305;Departamento de Águas e Energia;3196;00009;Pontuacao;04/30/2014;10/24/2026
167;RMTJ IMPRESSOES LTDA;9492;00009;Pontuacao;04/30/2014;10/24/2026
659;Digital World Representações, Comércio e Serviços Ltda;411;00005;Pontuacao;04/30/2014;04/03/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;9511;00003;Pontuacao;04/30/2014;04/27/2024
278;SO  SETTY  COMLTD;1424;00009;Pontuacao;04/30/2014;10/24/2026
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;2137;00001;Pontuacao;05/21/2014;03/29/2024
